2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,4,4,2,2,2,2,2,2,1,2,2,2,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,1,3,3,3,3,3,4,4,4,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,4
3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,4,4,4,1,1,1,1,1,1,1,3,3,3,3,3,3,4,4,4,4,4,4,4,2,4,1,4,4,4,3,3,3,3,3,1,4,4,4,4
3,3,3,3,3,3,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,1,4,4,4,1,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,4,4,4,4,4,4,3,3,1,4,4,4,4
3,3,3,3,3,3,3,3,1,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,1,4,7,7,1,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,1,7,7,4,4,4,4,3,3,1,4,4,4,4
3,3,3,3,3,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,5,7,1,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,1,5,7,4,4,4,4,4,4,1,4,4,4,4
3,3,3,3,3,3,3,3,1,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4
3,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,4,1,3,3,4,4,4,1,1,1,1,4,4,4,4
3,3,3,3,3,3,3,3,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,1,3,3,3,3,4,1,3,3,3,4,4,4,4
3,3,3,3,3,3,3,3,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,1,1,1,1,1,1,1,3,3,3,4,4,4,4
3,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,1,4,4,4,4,4,1,3,3,3,4,4,4,4
3,3,3,3,3,3,3,3,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,1,3,3,3,4,4,4,4
3,3,3,3,3,3,3,3,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,4,4,2,7,7,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4
3,3,3,3,3,3,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,5,7,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4
3,3,3,3,3,1,1,1,1,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,4,4,4,4
3,3,3,1,1,1,4,4,1,3,3,4,4,1,4,4,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4
1,1,1,1,4,4,7,7,1,3,3,4,4,1,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,4,4,4,4,4,5,7,1,3,3,4,4,1,4,4,1,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
